C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\center_2021_06_03_10_29_11_938.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\left_2021_06_03_10_29_11_938.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\right_2021_06_03_10_29_11_938.jpg, 0, 0, 0, 7.872796E-05
C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\center_2021_06_03_10_29_12_048.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\left_2021_06_03_10_29_12_048.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\right_2021_06_03_10_29_12_048.jpg, 0, 0, 0, 8.458521E-05
C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\center_2021_06_03_10_29_12_149.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\left_2021_06_03_10_29_12_149.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\right_2021_06_03_10_29_12_149.jpg, 0, 0, 0, 7.839838E-05
C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\center_2021_06_03_10_29_12_255.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\left_2021_06_03_10_29_12_255.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\right_2021_06_03_10_29_12_255.jpg, 0, 0, 0, 7.801635E-05
C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\center_2021_06_03_10_29_12_363.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\left_2021_06_03_10_29_12_363.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\right_2021_06_03_10_29_12_363.jpg, 0, 0, 0, 7.938911E-05
C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\center_2021_06_03_10_29_12_468.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\left_2021_06_03_10_29_12_468.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\right_2021_06_03_10_29_12_468.jpg, 0, 0, 0, 7.930924E-05
C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\center_2021_06_03_10_29_12_574.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\left_2021_06_03_10_29_12_574.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\right_2021_06_03_10_29_12_574.jpg, 0, 0, 0, 7.818258E-05
C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\center_2021_06_03_10_29_12_681.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\left_2021_06_03_10_29_12_681.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\right_2021_06_03_10_29_12_681.jpg, 0, 0, 0, 8.238339E-05
C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\center_2021_06_03_10_29_12_791.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\left_2021_06_03_10_29_12_791.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\right_2021_06_03_10_29_12_791.jpg, 0, 0, 0, 7.909116E-05
C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\center_2021_06_03_10_29_12_900.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\left_2021_06_03_10_29_12_900.jpg, C:\Users\robot\OneDrive\Desktop\VDCSummercamp\image data\IMG\right_2021_06_03_10_29_12_900.jpg, 0, 0, 0, 7.845408E-05
