C:\Users\robot\OneDrive\Desktop\sai\IMG\center_2021_08_16_17_02_08_291.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\left_2021_08_16_17_02_08_291.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\right_2021_08_16_17_02_08_291.jpg, 0, 0, 0, 7.818975E-05
C:\Users\robot\OneDrive\Desktop\sai\IMG\center_2021_08_16_17_02_08_401.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\left_2021_08_16_17_02_08_401.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\right_2021_08_16_17_02_08_401.jpg, 0, 0, 0, 7.87008E-05
C:\Users\robot\OneDrive\Desktop\sai\IMG\center_2021_08_16_17_02_08_501.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\left_2021_08_16_17_02_08_501.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\right_2021_08_16_17_02_08_501.jpg, 0, 0, 0, 7.825992E-05
C:\Users\robot\OneDrive\Desktop\sai\IMG\center_2021_08_16_17_02_08_607.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\left_2021_08_16_17_02_08_607.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\right_2021_08_16_17_02_08_607.jpg, 0, 0, 0, 7.837823E-05
C:\Users\robot\OneDrive\Desktop\sai\IMG\center_2021_08_16_17_02_08_716.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\left_2021_08_16_17_02_08_716.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\right_2021_08_16_17_02_08_716.jpg, 0, 0, 0, 7.834809E-05
C:\Users\robot\OneDrive\Desktop\sai\IMG\center_2021_08_16_17_02_08_829.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\left_2021_08_16_17_02_08_829.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\right_2021_08_16_17_02_08_829.jpg, 0, 0, 0, 8.171974E-05
C:\Users\robot\OneDrive\Desktop\sai\IMG\center_2021_08_16_17_02_08_934.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\left_2021_08_16_17_02_08_934.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\right_2021_08_16_17_02_08_934.jpg, 0, 0, 0, 7.77407E-05
C:\Users\robot\OneDrive\Desktop\sai\IMG\center_2021_08_16_17_02_09_037.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\left_2021_08_16_17_02_09_037.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\right_2021_08_16_17_02_09_037.jpg, 0, 0, 0, 7.822754E-05
C:\Users\robot\OneDrive\Desktop\sai\IMG\center_2021_08_16_17_02_09_143.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\left_2021_08_16_17_02_09_143.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\right_2021_08_16_17_02_09_143.jpg, 0, 0, 0, 7.92452E-05
C:\Users\robot\OneDrive\Desktop\sai\IMG\center_2021_08_16_17_02_09_272.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\left_2021_08_16_17_02_09_272.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\right_2021_08_16_17_02_09_272.jpg, 0, 0, 0, 8.253725E-05
C:\Users\robot\OneDrive\Desktop\sai\IMG\center_2021_08_16_17_02_09_404.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\left_2021_08_16_17_02_09_404.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\right_2021_08_16_17_02_09_404.jpg, 0, 0, 0, 7.850364E-05
C:\Users\robot\OneDrive\Desktop\sai\IMG\center_2021_08_16_17_02_09_508.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\left_2021_08_16_17_02_09_508.jpg, C:\Users\robot\OneDrive\Desktop\sai\IMG\right_2021_08_16_17_02_09_508.jpg, 0, 0, 0, 7.846369E-05
